X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
39.2636044746951,-6.8537633271832,3840650814,node,10,,pharmacy,,,,,62655771,,,,14d7a3405d774b0baabd01a5c5070e02,,,,,,,2,,2018/09/17 08:00:30,Chanji,,Godfrey Faustine,,,,,,
36.6788267854785,-3.36904173280334,6237443486,node,10,,pharmacy,,,,,66648983,,,,40e241ab36ce4506a8577f2bdd5dd229,,,,,,,1,,2019/01/26 05:42:25,Trinity Pharmacy,,JanetChapman,,,,,,
39.2110084513765,-6.71443874589983,282778957,node,10,,pharmacy,,,,,42054766,,,,f2b05675b6224fa5a1469c8a49ed3f9f,,,,,,,2,,2016/09/10 08:32:56,All Night Pharmacy,,kombe1207,,,,,,
,,665580516,way,10,,doctors,,,,,66569425,,,,ae76277097d549e3a738a46261038b24,,,,,,,1,,2019/01/23 13:37:13,Cjc health laboratory,,Smle,,,,,,
,,652943563,way,10,,clinic,,,,,65217417,,,,93c117f681ad4bb2bd850ec57f5e1dd4,,,,,,,1,,2018/12/05 20:41:06,Gongali Dispensary,,Paulo Martim,,,,,,
,,587561923,way,10,,clinic,,,,,58888572,,,,919f8a9bbdd94dee83011fdef5b6978a,,,,,,,1,,2018/05/11 20:17:10,Umati Dispensary,,Paulo Martim,,,,,,
,,629658951,way,10,,clinic,,,,,63108862,,,,076b7ca62a9540b1984dd00f219a4860,,,,,,,1,,2018/10/01 22:52:37,Ikwega Dispensary,,Paulo Martim,,,,,,
,,353841397,way,10,,hospital,,,,,44589050,,,,9c2be8649c0a40f48d492615f9d172a9,,,,,,,3,,2016/12/22 11:55:45,Marie Stopes Dispensary,,tonny john,,,,,,
,,574636985,way,10,,clinic,,,,,57649352,,,,6f89b3e166d24d5ea1230df0c05d3395,,,,,,,1,,2018/03/30 00:40:02,Buganika Dispensary,,Paulo Martim,,,,,,
36.0112778513235,-6.86697320658467,6150475272,node,17,,clinic,,,,,65652590,,,,0fa4ea490db04d2eaa4e2c6b6e0eb919,,,,OpenData-NBS 2014,,,1,,2018/12/20 21:14:37,LOJE Dispensary,,Cyrille37,,,,,,public
,,413246861,way,10,,clinic,,,,,38848057,,,,97b2411b949c41408767638d0043e870,,,,,,,1,,2016/04/25 06:02:14,Kisharita Dispensary,,strengthofastar,,,,,,
35.7410492325039,-4.55488833190165,6166841301,node,17,,clinic,,,,,65823419,,,,8ddf2f45b3e74e42a554171a8953cb18,,,,OpenData-NBS 2014,,,1,,2018/12/27 19:55:10,Masawi Dispensary,,Cyrille37,,,,,,public
,,406478861,way,10,,clinic,,,,,38150245,,,,b7c315bcd45d491ba8e339673cc22ff2,,,,,,,1,,2016/03/29 18:39:47,Makoko Rc Dispensary,,Sguthmuller,,,,,,
33.8248094581977,-9.20849767214597,6470426228,node,20,,clinic,,,,,70199723,,,,1a5aa517a529447cacd1c0595d70e1b2,,,,OpenData-NBS 2014,,,1,,2019/05/13 16:16:07,Mbigili Dispensary,,Cyrille37,,,,,centre,ngo
,,629657158,way,10,,clinic,,,,,63108785,,,,979ce47a52754163b50aa2c9a8348e08,,,,,,,1,,2018/10/01 22:45:50,Mpanga Tazara Dispensary,,Paulo Martim,,,,,,
39.2864809515695,-6.90982652474958,5358567340,node,10,,clinic,,,,,63575099,,,,86ae19d016c847e09c06c353b614370b,,,,,,,2,,2018/10/16 12:46:04,Dr. Kinyaru Tiba Asili,,AronMartin,,,,,,
33.8080349230146,-9.28715035022205,6468117109,node,20,,clinic,,,,,70161485,,,,0697e8f43a5449fb8f4b63109602aeba,,,,OpenData-NBS 2014,,,1,,2019/05/12 14:04:37,Mpanda Dispensary,,Cyrille37,,,,,clinic,public
36.1280625729639,-6.54970568243141,6152127871,node,13,,clinic,,,,,65674293,,,,a6ca76eda5314fb38bc6f46dc53de9cb,,,,,,,1,,2018/12/21 16:53:01,MIMA Dispensary,,Cyrille37,,,,,,public
32.8381955845729,-5.01643514794219,4552818889,node,10,,pharmacy,,,,,44380137,,,,b319f4fe80014bb88604db4587d5309a,,,,,,,1,,2016/12/13 19:13:18,Uhuru medical laboratory,,Boniphace CMF,,,,,,
39.2704909625234,-6.7752720007432,6406109033,node,10,,pharmacy,,,,,69794079,,,,9225bc6e2df047ebb53bce90ccd4755b,,,,,,,4,,2019/05/02 08:32:51,Olion Pharmacy,,amour_nyl,,,,,,
,,665688723,way,10,,clinic,,,,,66581548,,,,c345e9dc21bd4bcbb51df24f884cc772,,,,,,,1,,2019/01/23 20:48:22,Sinon Parish Dispensary,,Paulo Martim,,,,,,
39.2552854357954,-6.81642672623002,3754150742,node,10,,clinic,,,,,34178977,,,,7e39be574e02472aa52adcc9964a5744,,,,,,,1,,2015/09/22 09:32:47,Dr.Mkweli Clinic,,mboya mkundelida,,,,,,
39.2258261474447,-6.84785852785456,3745363698,node,6,,pharmacy,,,,,34059889,,,,bed08c3fb3c5425ca4f250228e12847a,,,,,,,1,,2015/09/16 11:01:46,,,JOYCE PONGOLELA,,,,,,
35.6991473441682,-7.495377647091,4116870585,node,10,,clinic,,,,,38502025,,,,b13a2b5a7c7246d2b46485735e2c1fef,,,,,,,1,,2016/04/12 14:46:57,Ikengeza,,firstyayyu,,,,,,
34.0647449569389,-9.52122832356847,7121510975,node,10,,clinic,,,,,79404588,,,,3a8d249f21a446c0a03d84020ba256ab,,,,,,,1,,2020/01/10 06:33:11,Busisya Health Centre,,tonny john,,,,,,
39.2475880826541,-6.8443146591928,6408763413,node,10,,hospital,,,,,69729274,,,,f57e72c3d7f04479ace47e1cf5c799a1,,,,,,,2,,2019/04/30 11:10:01,Dar Group Hospital,,amour_nyl,,,,,,
,,677160960,way,10,,clinic,,,,,68190120,,,,df926a9ceca74cc4986f4bf52af60fa8,,,,,,,1,,2019/03/15 21:26:59,Tae Dispensary,,Paulo Martim,,,,,,
,,300804951,way,10,,clinic,,,,,65484715,,,,c5b2b09382d946b09466da611dc35224,,,,,,,2,,2018/12/14 20:31:49,Manyara Dispensary,,Paulo Martim,,,,,,
39.1893111406405,-6.89985851403853,4556723990,node,10,,pharmacy,,,,,44440466,,,,43f9cd24d733404dbc32a643a107fd7b,,,,,,,1,,2016/12/16 07:58:38,Hope pharmacy,,Ngailla Apha,,,,,,
39.2106411563794,-6.17593901792776,6771648812,node,13,,pharmacy,,,,,79811339,,,,c8c7781b49404d639cf1de8d27fa48b7,,,,,,,3,,2020/01/20 17:58:48,herbalist,,Guylamar2006,,,,,pharmacy,
,,563146424,way,10,,clinic,,,,,56564759,,,,2164d7522575452f92d8ac4eda5d2737,,,,,,,1,,2018/02/21 23:28:13,Kisogwe Dispensary,,Paulo Martim,,,,,,
33.4420170765378,-8.89373717523191,4466412691,node,10,,pharmacy,,,,,43218942,,,,eb56d22cd6ac45ceb57af6254faf0a11,,,,,,,1,,2016/10/27 14:49:06,Mina Pharmacy,,aquila2,,,,,,
29.6410320261858,-4.88796077267887,4580029199,node,6,,pharmacy,,,,,44765473,,,,43b9888c23fc4c6791f56e4f54c21a2b,,,,,,,1,,2016/12/29 18:49:24,,,DeoB,,,,,,
39.2755032568022,-6.82396054844043,3765435517,node,10,,pharmacy,,,,,63193135,,,,0a40be01ac0347569582ad35cae5238a,,,,,,,2,,2018/10/04 12:12:00,Izmir Pharmacy,,Mariamu Crispo,,,,,,
39.2712087887112,-6.77843943813346,924363061,node,10,,pharmacy,,,,,5864921,,,,48571c4d717a42b99958f9af16c93259,,,,,,,1,,2010/09/24 17:44:44,Day and Night Pharmacy,,eLif,,,,,,
,,573947321,way,10,,clinic,,,,,57898328,,,,7e275402286f4998b438338e9fc589c9,,,,,,,2,,2018/04/07 19:01:56,Bukemba Dispensary,,Paulo Martim,,,,,,
33.8182219528556,-9.15976444890484,6470466098,node,20,,clinic,,,,,70200299,,,,0c8a609724b24d898c1a9a8067c0cb6d,,,,OpenData-NBS 2014,,,1,,2019/05/13 16:29:13,Mwakaleli Lutheran Dispensary,,Cyrille37,,,,,centre,ngo
,,573318215,way,10,,clinic,,,,,57549902,,,,645dcb97f4ce4149aea7c4e272df8f20,,,,,,,1,,2018/03/26 21:55:35,Mwime Dispensary,,Paulo Martim,,,,,,
,,556311373,way,10,,clinic,,,,,55810818,,,,20249b123aad466a98d0e3c5b19f671c,,,,,,,1,,2018/01/27 18:07:58,Nyarero Health Centre,,Paulo Martim,,,,,,
,,409034527,way,10,,clinic,,,,,38424917,,,,2e3facb1c8294f00bfcf725506fadd75,,,,,,,1,,2016/04/09 09:34:45,Kirongo Chini Dispensary,,strengthofastar,,,,,,
,,620992436,way,10,,clinic,,,,,62122649,,,,1a9c2ccd83624dcb9ffad0463348fcd9,,,,,,,1,,2018/08/30 00:15:34,Msolokelo Dispensary,,Paulo Martim,,,,,,
,,621625064,way,10,,clinic,,,,,62186530,,,,73c9920724d64a24b083e44908a3009b,,,,,,,1,,2018/08/31 22:12:17,Kisaki Gomero Dispensary,,Paulo Martim,,,,,,
34.3725601250644,-1.99939106122204,5063402822,node,6,,pharmacy,,,,,66755769,,,,1d2b6c08ba9740e78f2d6bf27cbfb700,,,,,,,2,,2019/01/30 01:12:51,,,SHABANI MAGAWILA,,,,,,
36.2949254780287,-6.68214226714389,6151897088,node,17,,clinic,,,,,65671971,,,,424aceb1e4d04a6692329c29cafa98f3,,,,OpenData-NBS 2014,,,1,,2018/12/21 15:23:56,Wotta Dispensary,,Cyrille37,,,,,,public
34.6937416627235,-1.6730906114758,6590790485,node,10,,clinic,,,,,71924716,,,,406a4a5d9f0d43109d1421688c5b78f0,,,,,,,1,,2019/07/05 09:38:07,Zahanati,,annahpaul,,,,,,
34.6365455671242,-1.88345483963985,4950209321,node,10,,dentist,,,,,67995864,,,,d80637baefd7470990fdfd8177523279,,,,,,,2,,2019/03/10 17:41:42,Samson horera,,SHABANI MAGAWILA,,,,,,
,,583373318,way,10,,clinic,,,,,58391849,,,,25b60974fe4b46d6bad90c44c1c42b66,,,,,,,1,,2018/04/24 23:06:17,Busulwangili Dispensary,,Paulo Martim,,,,,,
,,559858248,way,10,,clinic,,,,,58630683,,,,fe36cf03191a4c56915084643d2aea3c,,,,,,,2,,2018/05/02 22:45:51,Mwabulenga Dispensary,,Paulo Martim,,,,,,
39.2294562658901,-6.79720065200672,3754101881,node,10,,pharmacy,,,,,51966227,,,,ccc43eecbf1a43c6b8f46fe0c397bf50,,,,,,,2,,2017/09/12 09:21:26,Ibese Duka La Dawa Asili,,Athuman msangi,,,,,,
,,722994272,way,10,,clinic,,,,,74236796,,,,fce38ee362c247019b6010b4924ae35c,,,,,,,1,,2019/09/08 21:00:19,Makirinya Dispensary,,Paulo Martim,,,,,,
,,663615035,way,10,,clinic,,,,,66342806,,,,d08c6847f1f3456daa5dba0ef242e388,,,,,,,1,,2019/01/15 20:11:08,Sambasha Dispensary,,Paulo Martim,,,,,,
39.2380844293788,-6.79989551769606,3444555742,node,6,,pharmacy,,,,,30060007,,,,64e556ba074f4364bbfa2e6be2594530,,,,,,,1,,2015/04/08 10:16:33,,,Mlewa Benedict Anthony,,,,,,
39.2408518823496,-6.80436290444948,3673166665,node,6,,pharmacy,,,,,32975693,,,,78e51309a33647f2a7ca3155fe263646,,,,,,,1,,2015/07/30 10:28:17,,,asha mustapher,,,,,,
32.8054830281434,-5.01951222841623,4560173089,node,10,,pharmacy,,,,,44492574,,,,09c10a2c22fe49acb4ef858c518cc186,,,,,,,1,,2016/12/18 14:14:53,Nalesenda pharmacy,,Boniphace CMF,,,,,,
,,681491815,way,10,,clinic,,,,,68858715,,,,2e049571158440418ecb94d0d7827032,,,,,,,1,,2019/04/03 21:36:04,Shimbwe Health Centre,,Paulo Martim,,,,,,
,,602912749,way,10,,clinic,,,,,60752840,,,,22076fcdc0974095ad14b77efd4e89c3,,,,,,,2,,2018/07/16 08:19:51,Ilekanilo Dispensary,,juf Carla,,,,,,
,,344449188,way,13,,hospital,,,,,31035987,,,,2617b4fbd770402e94bc7d0d2bf882bf,,,,bing,,,1,,2015/05/12 08:09:39,Ludewa District Hospital,,fred13,,,,,,
,,405288044,way,10,,clinic,,,,,46561006,,,,3fb830fb1a694803a582aaecb7dafcc7,,,,,,,2,,2017/03/03 22:49:25,IGUNDU Dispensary,,RAytoun,,,,,,
34.4604342377358,-2.03395417423414,6576531185,node,10,,pharmacy,,,,,71704096,,,,4b316ffea0204ec8b201efb16c15bdd3,,,,,,,1,,2019/06/28 11:21:33,Mbisso duka ra dawa,,WomenConnect38,,,,,,
,,661255536,way,10,,clinic,,,,,66108239,,,,30d91e418bf849d49735929269a5940a,,,,,,,1,,2019/01/07 20:14:27,Lolkisale Dispensary,,Paulo Martim,,,,,,
31.8880020860654,-3.46452242260474,4115066069,node,10,,clinic,,,,,38485194,,,,a5ad7f9d898442469e2c657b24540480,,,,,,,1,,2016/04/11 20:45:41,St. Paul,,firstyayyu,,,,,,
,,662485471,way,10,,clinic,,,,,66237670,,,,d0d87cf20c174a7ba8a0433061d8d5e0,,,,,,,1,,2019/01/11 20:17:29,Kilinga Dispensary,,Paulo Martim,,,,,,
,,409083007,way,10,,clinic,,,,,38431234,,,,f18e69d78fa74fb5a268d5bbfc2fef6e,,,,,,,1,,2016/04/09 15:39:13,Rwanga Kmt Dispensary,,Sguthmuller,,,,,,
,,699285134,way,10,,clinic,,,,,71541441,,,,8451a7f3616e4fdb9ac75cfa0c1efead,,,,,,,1,,2019/06/23 21:03:46,Mkekena Dispensary,,Paulo Martim,,,,,,
,,667310837,way,10,,hospital,,,,,66783762,,,,06e2f9b515234640bf684732ad92d00d,,,,,,,1,,2019/01/30 20:58:55,AICC Hospital,,Paulo Martim,,,,,,
,,405427839,way,10,,clinic,,,,,38035565,,,,194a53878f894a40873d0b7766149c3d,,,,,,,1,,2016/03/24 08:06:04,KIZARU Dispensary,,Sguthmuller,,,,,,
,,409034145,way,10,,clinic,,,,,38424849,,,,00710a4c2b324529b901d111de214665,,,,,,,1,,2016/04/09 09:29:56,Cogi Ngarenairobi Dispensary,,strengthofastar,,,,,,
,,562604235,way,10,,clinic,,,,,56505616,,,,39371355c3af421ebd8b3f20a02c4a41,,,,,,,1,,2018/02/19 22:52:17,Kigoma-Ujiji Mc International Health Centre,,Paulo Martim,,,,,,
39.2010773210394,-6.84442286956278,4643598990,node,10,,pharmacy,,,,,66423695,,,,036dccd9bca941f9a59888c6c724698a,,,,,,,2,,2019/01/18 11:41:48,Beka,,lovenes,,,,,,
